transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,prod_cat,prod_subcat,DOB,Gender,city_code
756246414,273896,2011-03-26,10,5,2,1488,312.48,3288.48,MBR,Books,Non-Fiction,24-09-1975,M,6
3649867945,270822,2011-03-26,5,3,1,491,51.555,542.555,MBR,Electronics,Computers,26-03-1987,M,10
80361912042,270301,2011-03-26,10,3,3,1233,388.395,4087.395,MBR,Electronics,Audio and video,14-01-1989,M,3
92834628652,267854,2011-03-27,4,2,3,952,299.88,3155.88,MBR,Footwear,Kids,23-08-1985,M,10
29981571356,274736,2011-03-27,4,3,4,1218,511.56,5383.56,MBR,Electronics,Mobiles,18-06-1975,M,7
65105672090,273085,2011-03-27,3,2,3,1346,423.99,4461.99,MBR,Footwear,Women,22-01-1980,M,7
46727468852,269087,2011-03-27,12,5,4,696,292.32,3076.32,MBR,Books,Academic,06-11-1976,M,3
8749021543,271351,2011-03-28,1,1,3,837,263.655,2774.655,MBR,Clothing,Women,09-11-1986,M,5
91543685874,273381,2011-03-28,6,5,2,961,201.81,2123.81,MBR,Books,DIY,15-12-1979,M,4
90219456887,273555,2011-03-29,10,5,5,579,303.975,3198.975,MBR,Books,Non-Fiction,17-03-1980,M,7
98769420754,271353,2011-03-29,10,5,4,1006,422.52,4446.52,MBR,Books,Non-Fiction,22-08-1990,M,2
54538363350,271914,2011-03-29,3,1,4,242,101.64,1069.64,MBR,Clothing,Kids,12-05-1988,M,2
37010306044,274648,2011-03-29,1,1,5,-87,45.675,480.675,MBR,Clothing,Women,13-02-1973,M,8
19496385308,273403,2011-03-30,10,5,5,533,279.825,2944.825,MBR,Books,Non-Fiction,13-01-1974,M,6
99913405855,269911,2011-03-30,12,6,4,247,103.74,1091.74,MBR,Home and kitchen,Tools,12-08-1991,M,8
72134682518,274435,2011-03-30,4,1,5,392,205.8,2165.8,MBR,Clothing,Men,10-02-1974,M,8
19355105752,269310,2011-03-31,1,4,2,782,164.22,1728.22,MBR,Bags,Men,06-08-1972,M,4
37453655286,268467,2011-03-31,8,3,1,571,59.955,630.955,MBR,Electronics,Personal Appliances,20-02-1980,M,1
77259929396,274480,2011-04-02,4,1,1,1456,152.88,1608.88,MBR,Clothing,Men,03-04-1987,M,6
35652509520,268418,2011-04-02,11,6,5,722,379.05,3989.05,MBR,Home and kitchen,Bath,22-02-1984,M,4
11432400864,274790,2011-04-03,8,3,4,1013,425.46,4477.46,MBR,Electronics,Personal Appliances,25-12-1990,M,10
22301344719,271493,2011-04-03,3,5,1,706,74.13,780.13,MBR,Books,Comics,23-06-1986,M,10
78464879624,267551,2011-04-03,10,5,5,897,470.925,4955.925,MBR,Books,Non-Fiction,08-08-1975,M,6
756246414,273896,2011-04-04,10,5,2,-1488,312.48,3288.48,MBR,Books,Non-Fiction,24-09-1975,M,6
78878745595,266910,2011-04-04,11,6,1,1147,120.435,1267.435,MBR,Home and kitchen,Bath,28-09-1988,M,6
37846363645,269546,2011-04-04,10,3,3,915,288.225,3033.225,MBR,Electronics,Audio and video,28-11-1973,M,3
84116834575,271239,2011-04-06,12,6,1,821,86.205,907.205,MBR,Home and kitchen,Tools,14-12-1981,M,5
2515936216,275130,2011-04-07,4,4,3,483,152.145,1601.145,MBR,Bags,Women,29-09-1990,M,10
46956183733,273526,2011-04-07,6,5,4,327,137.34,1445.34,MBR,Books,DIY,12-06-1992,M,6
43962341567,269181,2011-04-07,4,4,3,987,310.905,3271.905,MBR,Bags,Women,14-05-1985,M,1
12183159622,268972,2011-04-07,11,5,4,136,57.12,601.12,MBR,Books,Children,19-05-1987,M,10
2089410967,275225,2011-04-08,1,1,5,420,220.5,2320.5,MBR,Clothing,Women,15-11-1978,M,1
66463992130,269650,2011-04-08,1,2,1,535,56.175,591.175,MBR,Footwear,Men,26-12-1985,M,5
55631047121,267236,2011-04-08,4,3,2,867,182.07,1916.07,MBR,Electronics,Mobiles,08-10-1981,M,8
29968909576,268305,2011-04-09,5,3,4,1155,485.1,5105.1,MBR,Electronics,Computers,25-02-1974,M,2
81627664277,274486,2011-04-09,10,3,3,163,51.345,540.345,MBR,Electronics,Audio and video,29-11-1970,M,9
95579053338,267903,2011-04-09,3,1,5,1320,693.0,7293.0,MBR,Clothing,Kids,08-02-1990,M,7
61242532071,269220,2011-04-10,1,1,4,504,211.68,2227.68,MBR,Clothing,Women,28-04-1981,M,1
67756114437,266975,2011-04-10,12,5,5,-331,173.775,1828.775,MBR,Books,Academic,27-09-1972,M,4
80969148050,270145,2011-04-11,5,3,5,-492,258.3,2718.3,MBR,Electronics,Computers,21-06-1984,M,9
67494771515,275200,2011-04-12,12,5,1,628,65.94,693.94,MBR,Books,Academic,04-12-1970,M,8
53589923308,269513,2011-04-13,1,4,1,203,21.315,224.315,MBR,Bags,Men,20-05-1975,M,7
12216644953,268752,2011-04-13,1,4,2,1131,237.51,2499.51,MBR,Bags,Men,09-06-1976,M,4
60879822232,272378,2011-04-13,1,2,4,572,240.24,2528.24,MBR,Footwear,Men,11-06-1989,M,2
63163880799,274481,2011-04-14,4,4,5,1424,747.6,7867.6,MBR,Bags,Women,26-05-1977,M,4
74414706462,268545,2011-04-14,4,1,5,473,248.325,2613.325,MBR,Clothing,Men,22-11-1984,M,3
1309759517,274358,2011-04-14,7,5,1,-296,31.08,327.08,MBR,Books,Fiction,05-08-1974,M,4
30347506251,271959,2011-04-15,4,3,2,297,62.37,656.37,MBR,Electronics,Mobiles,26-10-1970,M,9
28580495508,271580,2011-04-15,7,5,3,-978,308.07,3242.07,MBR,Books,Fiction,06-09-1978,M,7
78904708844,271039,2011-04-16,3,5,4,1279,537.18,5653.18,MBR,Books,Comics,04-11-1980,M,3
18205297289,274707,2011-04-17,11,6,4,860,361.2,3801.2,MBR,Home and kitchen,Bath,14-08-1988,M,3
58059941820,274398,2011-04-17,10,3,4,993,417.06,4389.06,MBR,Electronics,Audio and video,10-12-1990,M,1
61421880286,268878,2011-04-19,12,6,2,1093,229.53,2415.53,MBR,Home and kitchen,Tools,28-07-1974,M,7
20080800913,270003,2011-04-19,6,5,3,256,80.64,848.64,MBR,Books,DIY,22-11-1971,M,5
36930364698,270091,2011-04-20,11,6,2,402,84.42,888.42,MBR,Home and kitchen,Bath,20-04-1982,M,4
75126030042,269483,2011-04-20,9,3,5,1422,746.55,7856.55,MBR,Electronics,Cameras,03-10-1986,M,2
21220247396,270459,2011-04-21,7,5,5,1126,591.15,6221.15,MBR,Books,Fiction,08-10-1981,M,6
22857625051,270105,2011-04-21,7,5,5,648,340.2,3580.2,MBR,Books,Fiction,04-08-1991,M,5
90743790035,273063,2011-04-23,7,5,2,1342,281.82,2965.82,MBR,Books,Fiction,12-06-1986,M,2
31252154949,274861,2011-04-23,10,6,5,967,507.675,5342.675,MBR,Home and kitchen,Kitchen,08-12-1992,M,10
46342923387,272912,2011-04-24,1,4,1,1067,112.035,1179.035,MBR,Bags,Men,23-09-1991,M,9
92884384889,272165,2011-04-24,1,2,4,668,280.56,2952.56,MBR,Footwear,Men,01-12-1990,M,4
32653774072,272887,2011-04-25,3,2,4,722,303.24,3191.24,MBR,Footwear,Women,19-01-1990,M,8
42091749208,266878,2011-04-25,4,1,1,887,93.135,980.135,MBR,Clothing,Men,20-12-1990,M,4
36833703620,269589,2011-04-25,11,5,2,333,69.93,735.93,MBR,Books,Children,27-05-1977,M,1
11137646723,272286,2011-04-25,9,3,1,1266,132.93,1398.93,MBR,Electronics,Cameras,13-05-1983,M,8
25195435400,273456,2011-04-26,4,2,4,110,46.2,486.2,MBR,Footwear,Kids,04-08-1971,M,6
83388949002,269443,2011-04-26,6,5,1,963,101.115,1064.115,MBR,Books,DIY,20-11-1986,M,9
57988582369,275252,2011-04-27,10,5,4,135,56.7,596.7,MBR,Books,Non-Fiction,09-03-1977,M,6
12549796379,267358,2011-04-27,12,5,1,1216,127.68,1343.68,MBR,Books,Academic,22-07-1980,M,2
14695994017,267934,2011-04-27,9,3,4,369,154.98,1630.98,MBR,Electronics,Cameras,03-04-1981,M,10
14602630799,267987,2011-04-28,2,6,4,275,115.5,1215.5,MBR,Home and kitchen,Furnishing,18-11-1988,M,9
11940616635,269870,2011-04-28,1,2,2,1028,215.88,2271.88,MBR,Footwear,Men,20-07-1979,M,10
56943990387,274494,2011-04-29,4,3,5,949,498.225,5243.225,MBR,Electronics,Mobiles,21-12-1989,M,9
126890765,271735,2011-04-29,12,6,2,379,79.59,837.59,MBR,Home and kitchen,Tools,05-06-1992,M,8
46576925462,266906,2011-04-29,1,4,4,686,288.12,3032.12,MBR,Bags,Men,16-08-1991,M,10
18257724339,271020,2011-04-29,1,1,3,96,30.24,318.24,MBR,Clothing,Women,20-06-1976,M,8
46657543848,268472,2011-05-03,4,4,4,93,39.06,411.06,MBR,Bags,Women,15-07-1983,M,6
42778837280,272513,2011-05-03,7,5,2,1279,268.59,2826.59,MBR,Books,Fiction,17-06-1982,M,10
6650926717,268110,2011-05-04,4,4,4,1036,435.12,4579.12,MBR,Bags,Women,06-03-1976,M,2
